publish_date,positive,negative,neutral,compound,country,language
2019-08-29,0.374,0,0.626,0.4576,Zimbabwe,ENG
2019-09-02,0,0,1,0,Zimbabwe,ENG
2019-09-03,0.252,0,0.748,0.4019,Zimbabwe,ENG
2019-09-03,0.231,0,0.769,0.128,Zimbabwe,ENG
2019-09-03,0,0,1,0,Zimbabwe,ENG
2019-09-04,0,0,1,0,Zimbabwe,ENG
2019-09-05,0,0,1,0,Zimbabwe,ENG
2019-09-17,0.451,0,0.549,0.4767,Zimbabwe,ENG
2019-09-17,0.451,0,0.549,0.4767,Zimbabwe,ENG
2019-09-19,0,0,1,0,Zimbabwe,ENG
2019-09-14,0,0,1,0,Zimbabwe,ENG
2019-09-20,0,0,1,0,Zimbabwe,ENG
2019-09-20,0,0,1,0,Zimbabwe,ENG
2019-09-20,0,0,1,0,Zimbabwe,ENG
2019-09-24,0,0,1,0,Zimbabwe,ENG
2019-09-24,0,0.242,0.758,-0.4939,Zimbabwe,ENG
2019-09-24,0,0,1,0,Zimbabwe,ENG
2019-09-29,0,0.127,0.873,-0.1531,Zimbabwe,ENG
2019-10-09,0.135,0.24,0.625,-0.25,Zimbabwe,ENG
2019-10-10,0,0.167,0.833,-0.1027,Zimbabwe,ENG
2019-10-19,0,0,1,0,Zimbabwe,ENG
2019-10-19,0,0.394,0.606,-0.5994,Zimbabwe,ENG
2019-10-20,0,0,1,0,Zimbabwe,ENG
2019-11-06,0,0,1,0,Zimbabwe,ENG
2019-03-25,0.265,0,0.735,0.5574,Zimbabwe,ENG
2019-11-11,0,0.176,0.824,-0.128,Zimbabwe,ENG
2019-11-11,0,0.307,0.693,-0.4767,Zimbabwe,ENG
2019-11-13,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-11-17,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-11-19,0,0,1,0,Zimbabwe,ENG
2019-11-21,0,0.481,0.519,-0.4019,Zimbabwe,ENG
2019-11-25,0.355,0,0.645,0.5106,Zimbabwe,ENG
2019-11-28,0,0.342,0.658,-0.3818,Zimbabwe,ENG
2019-11-29,0,0.342,0.658,-0.3818,Zimbabwe,ENG
2019-11-24,0,0.173,0.827,-0.3182,Zimbabwe,ENG
2019-12-09,0,0.266,0.734,-0.4404,Zimbabwe,ENG
2019-12-09,0,0.211,0.789,-0.1531,Zimbabwe,ENG
2019-12-11,0,0,1,0,Zimbabwe,ENG
2019-12-31,0,0.474,0.526,-0.5423,Zimbabwe,ENG
2020-01-02,0.194,0.209,0.597,-0.0516,Zimbabwe,ENG
2020-01-03,0.194,0.209,0.597,-0.0516,Zimbabwe,ENG
2020-01-04,0.157,0.203,0.64,-0.2023,Zimbabwe,ENG
2020-01-15,0.194,0.433,0.373,-0.4939,Zimbabwe,ENG
2020-01-24,0,0,1,0,Zimbabwe,ENG
2020-02-04,0,0,1,0,Zimbabwe,ENG
2020-02-09,0.216,0,0.784,0.5106,Zimbabwe,ENG
2020-02-09,0.216,0,0.784,0.5106,Zimbabwe,ENG
2020-02-22,0.127,0,0.873,0.4404,Zimbabwe,ENG
2020-02-27,0.398,0,0.602,0.5106,Zimbabwe,ENG
2020-03-02,0,0,1,0,Zimbabwe,ENG
2020-03-02,0,0,1,0,Zimbabwe,ENG
2020-03-03,0,0.313,0.687,-0.6249,Zimbabwe,ENG
2020-03-03,0,0.505,0.495,-0.6249,Zimbabwe,ENG
2020-03-12,0,0,1,0,Zimbabwe,ENG
2020-03-13,0,0,1,0,Zimbabwe,ENG
2020-03-13,0,0,1,0,Zimbabwe,ENG
2020-03-13,0,0.369,0.631,-0.6249,Zimbabwe,ENG
2020-03-13,0,0,1,0,Zimbabwe,ENG
2020-03-15,0.248,0.562,0.19,-0.5106,Zimbabwe,ENG
2020-03-15,0,0.375,0.625,-0.5859,Zimbabwe,ENG
2020-03-16,0.232,0.208,0.56,0.0772,Zimbabwe,ENG
2020-03-16,0.232,0.208,0.56,0.0772,Zimbabwe,ENG
2020-03-16,0.232,0.208,0.56,0.0772,Zimbabwe,ENG
2020-03-16,0.232,0.208,0.56,0.0772,Zimbabwe,ENG
2020-03-19,0,0,1,0,Zimbabwe,ENG
2020-03-19,0,0,1,0,Zimbabwe,ENG
2020-03-19,0,0,1,0,Zimbabwe,ENG
2020-03-20,0,0.186,0.814,-0.1531,Zimbabwe,ENG
2020-03-16,0,0,1,0,Zimbabwe,ENG
2020-03-22,0,0,1,0,Zimbabwe,ENG
2020-03-22,0,0.192,0.808,-0.2263,Zimbabwe,ENG
2020-03-22,0,0,1,0,Zimbabwe,ENG
2020-03-22,0,0,1,0,Zimbabwe,ENG
2020-03-21,0,0.192,0.808,-0.2263,Zimbabwe,ENG
2020-03-23,0,0,1,0,Zimbabwe,ENG
2020-03-24,0,0,1,0,Zimbabwe,ENG
2019-04-09,0,0,1,0,Zimbabwe,PT
2019-04-10,0,0.167,0.833,-0.296,Zimbabwe,PT
2019-04-12,0,0,1,0,Zimbabwe,PT
2019-04-13,0,0,1,0,Zimbabwe,PT
2019-04-14,0,0,1,0,Zimbabwe,PT
2019-04-14,0,0,1,0,Zimbabwe,PT
2019-04-15,0,0,1,0,Zimbabwe,PT
2019-04-17,0,0,1,0,Zimbabwe,PT
2019-04-18,0,0,1,0,Zimbabwe,PT
2019-04-19,0,0,1,0,Zimbabwe,PT
2019-04-23,0,0,1,0,Zimbabwe,PT
2019-04-23,0,0,1,0,Zimbabwe,PT
2019-03-16,0,0.216,0.784,-0.296,Zimbabwe,PT
2019-03-17,0,0,1,0,Zimbabwe,PT
2019-03-17,0,0.167,0.833,-0.296,Zimbabwe,PT
2019-03-18,0,0,1,0,Zimbabwe,PT
2019-03-18,0,0,1,0,Zimbabwe,PT
2019-03-18,0,0,1,0,Zimbabwe,PT
2019-03-18,0,0,1,0,Zimbabwe,PT
2019-03-19,0,0,1,0,Zimbabwe,PT
2019-03-19,0,0,1,0,Zimbabwe,PT
2019-03-19,0,0,1,0,Zimbabwe,PT
2019-03-19,0,0,1,0,Zimbabwe,PT
2019-03-19,0,0.115,0.885,-0.296,Zimbabwe,PT
2019-03-19,0,0,1,0,Zimbabwe,PT
2019-03-19,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0.167,0.833,-0.296,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-20,0,0.155,0.845,-0.296,Zimbabwe,PT
2019-03-20,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0.196,0.804,-0.296,Zimbabwe,PT
2019-03-21,0,0.155,0.845,-0.296,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-21,0,0,1,0,Zimbabwe,PT
2019-03-22,0,0,1,0,Zimbabwe,PT
2019-03-22,0,0,1,0,Zimbabwe,PT
2019-03-22,0,0,1,0,Zimbabwe,PT
2019-03-22,0,0,1,0,Zimbabwe,PT
2019-03-23,0,0,1,0,Zimbabwe,PT
2019-03-23,0,0,1,0,Zimbabwe,PT
2019-03-23,0,0,1,0,Zimbabwe,PT
2019-03-23,0,0,1,0,Zimbabwe,PT
2019-03-24,0,0,1,0,Zimbabwe,PT
2019-03-24,0,0,1,0,Zimbabwe,PT
2019-03-24,0,0,1,0,Zimbabwe,PT
2019-03-24,0,0,1,0,Zimbabwe,PT
2019-03-24,0,0,1,0,Zimbabwe,PT
2019-03-24,0,0,1,0,Zimbabwe,PT
2019-03-25,0,0,1,0,Zimbabwe,PT
2019-03-25,0,0,1,0,Zimbabwe,PT
2019-03-25,0,0,1,0,Zimbabwe,PT
2019-03-25,0,0,1,0,Zimbabwe,PT
2019-03-25,0,0.196,0.804,-0.296,Zimbabwe,PT
2019-03-26,0,0,1,0,Zimbabwe,PT
2019-03-26,0,0,1,0,Zimbabwe,PT
2019-03-26,0,0,1,0,Zimbabwe,PT
2019-03-26,0.275,0,0.725,0.5859,Zimbabwe,PT
2019-03-26,0,0,1,0,Zimbabwe,PT
2019-03-26,0,0,1,0,Zimbabwe,PT
2019-03-26,0,0,1,0,Zimbabwe,PT
2019-03-26,0,0,1,0,Zimbabwe,PT
2019-03-27,0,0,1,0,Zimbabwe,PT
2019-03-27,0,0,1,0,Zimbabwe,PT
2019-03-27,0,0,1,0,Zimbabwe,PT
2019-03-27,0,0.167,0.833,-0.296,Zimbabwe,PT
2019-03-28,0,0,1,0,Zimbabwe,PT
2019-03-28,0,0,1,0,Zimbabwe,PT
2019-03-29,0,0,1,0,Zimbabwe,PT
2019-03-29,0,0,1,0,Zimbabwe,PT
2019-03-30,0,0,1,0,Zimbabwe,PT
2019-03-30,0,0,1,0,Zimbabwe,PT
2019-03-30,0,0,1,0,Zimbabwe,PT
2019-03-30,0,0.18,0.82,-0.296,Zimbabwe,PT
2019-03-31,0,0.18,0.82,-0.296,Zimbabwe,PT
2019-03-31,0,0,1,0,Zimbabwe,PT
2019-04-01,0,0,1,0,Zimbabwe,PT
2019-04-01,0,0,1,0,Zimbabwe,PT
2019-04-01,0,0,1,0,Zimbabwe,PT
2019-04-02,0,0,1,0,Zimbabwe,PT
2019-04-02,0,0,1,0,Zimbabwe,PT
2019-04-02,0,0,1,0,Zimbabwe,PT
2019-04-02,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-03,0,0,1,0,Zimbabwe,PT
2019-04-04,0,0,1,0,Zimbabwe,PT
2019-04-05,0,0,1,0,Zimbabwe,PT
2019-04-05,0,0,1,0,Zimbabwe,PT
2019-04-05,0,0,1,0,Zimbabwe,PT
2019-04-07,0,0.196,0.804,-0.296,Zimbabwe,PT
2019-04-07,0,0,1,0,Zimbabwe,PT
2019-04-07,0,0,1,0,Zimbabwe,PT
2019-04-08,0,0,1,0,Zimbabwe,PT
2019-04-08,0,0,1,0,Zimbabwe,PT
2019-04-08,0,0,1,0,Zimbabwe,PT
2019-04-11,0,0,1,0,Zimbabwe,PT
2019-04-12,0,0,1,0,Zimbabwe,PT
2019-04-19,0,0,1,0,Zimbabwe,PT
2019-05-03,0,0,1,0,Zimbabwe,PT
2019-05-03,0,0,1,0,Zimbabwe,PT
2019-07-12,0,0,1,0,Zimbabwe,PT
2019-08-13,0,0,1,0,Zimbabwe,PT
2019-09-17,0,0,1,0,Zimbabwe,PT
2019-09-21,0,0,1,0,Zimbabwe,PT
2019-09-21,0,0,1,0,Zimbabwe,PT
2019-10-11,0,0,1,0,Zimbabwe,PT
2019-11-18,0,0,1,0,Zimbabwe,PT
2019-11-19,0,0,1,0,Zimbabwe,PT
2019-11-22,0,0,1,0,Zimbabwe,PT
2019-11-25,0,0.32,0.68,-0.5106,Zimbabwe,PT
2019-11-26,0,0,1,0,Zimbabwe,PT
2020-03-10,0,0,1,0,Zimbabwe,PT
2020-03-12,0,0,1,0,Zimbabwe,PT
2020-03-12,0,0,1,0,Zimbabwe,PT
2020-03-13,0,0.109,0.891,-0.296,Zimbabwe,PT
2020-03-13,0,0,1,0,Zimbabwe,PT
2019-04-06,0.201,0.149,0.649,0.2023,Mozambique,ENG
2019-04-09,0,0.211,0.789,-0.4939,Mozambique,ENG
2019-04-09,0,0.211,0.789,-0.4939,Mozambique,ENG
2019-04-11,0,0.539,0.461,-0.8481,Mozambique,ENG
2019-04-10,0,0.323,0.677,-0.6486,Mozambique,ENG
2019-03-21,0,0.302,0.698,-0.5994,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-04-11,0,0.172,0.828,-0.4019,Mozambique,ENG
2019-04-11,0,0.176,0.824,-0.128,Mozambique,ENG
2019-04-11,0,0.197,0.803,-0.4019,Mozambique,ENG
2019-04-11,0.237,0,0.763,0.4767,Mozambique,ENG
2019-04-12,0,0.182,0.818,-0.4404,Mozambique,ENG
2019-04-12,0,0.277,0.723,-0.3182,Mozambique,ENG
2019-04-13,0.114,0,0.886,0.2023,Mozambique,ENG
2019-04-14,0.328,0.125,0.547,0.5574,Mozambique,ENG
2019-04-15,0,0.174,0.826,-0.2732,Mozambique,ENG
2019-04-15,0,0.174,0.826,-0.2732,Mozambique,ENG
2019-04-14,0,0,1,0,Mozambique,ENG
2019-04-15,0,0.3,0.7,-0.4588,Mozambique,ENG
2019-04-16,0.203,0.094,0.703,0.4215,Mozambique,ENG
2019-04-17,0.192,0,0.808,0.2263,Mozambique,ENG
2019-04-18,0,0.204,0.796,-0.3182,Mozambique,ENG
2019-04-18,0,0.421,0.579,-0.6249,Mozambique,ENG
2019-04-19,0,0,1,0,Mozambique,ENG
2019-04-20,0,0,1,0,Mozambique,ENG
2019-04-02,0,0.328,0.672,-0.5994,Mozambique,ENG
2019-04-20,0,0,1,0,Mozambique,ENG
2019-04-21,0,0,1,0,Mozambique,ENG
2019-04-19,0,0,1,0,Mozambique,ENG
2019-04-19,0,0,1,0,Mozambique,ENG
2019-04-19,0,0,1,0,Mozambique,ENG
2019-04-23,0,0.204,0.796,-0.3182,Mozambique,ENG
2019-04-25,0,0,1,0,Mozambique,ENG
2019-04-25,0,0,1,0,Mozambique,ENG
2019-04-09,0,0,1,0,Mozambique,ENG
2019-04-26,0,0,1,0,Mozambique,ENG
2019-03-12,0,0,1,0,Mozambique,ENG
2019-03-13,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-14,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-14,0,0.301,0.699,-0.6486,Mozambique,ENG
2019-03-15,0,0,1,0,Mozambique,ENG
2019-03-15,0,0,1,0,Mozambique,ENG
2019-03-15,0,0,1,0,Mozambique,ENG
2019-03-15,0,0,1,0,Mozambique,ENG
2019-03-14,0,0,1,0,Mozambique,ENG
2019-03-14,0,0,1,0,Mozambique,ENG
2019-03-15,0,0,1,0,Mozambique,ENG
2019-03-15,0,0,1,0,Mozambique,ENG
2019-03-16,0.218,0.289,0.493,-0.25,Mozambique,ENG
2019-03-16,0,0.35,0.65,-0.6486,Mozambique,ENG
2019-03-16,0,0.35,0.65,-0.6486,Mozambique,ENG
2019-03-16,0,0.35,0.65,-0.6486,Mozambique,ENG
2019-03-16,0,0.412,0.588,-0.7902,Mozambique,ENG
2019-03-16,0,0.386,0.614,-0.6597,Mozambique,ENG
2019-03-16,0.375,0,0.625,0.4939,Mozambique,ENG
2019-03-16,0,0.259,0.741,-0.5423,Mozambique,ENG
2019-03-16,0,0.35,0.65,-0.6486,Mozambique,ENG
2019-03-16,0,0.381,0.619,-0.6486,Mozambique,ENG
2019-03-16,0,0.386,0.614,-0.6597,Mozambique,ENG
2019-03-16,0,0.149,0.851,-0.1027,Mozambique,ENG
2019-03-16,0,0.381,0.619,-0.6486,Mozambique,ENG
2019-03-17,0,0.386,0.614,-0.6597,Mozambique,ENG
2019-03-17,0,0.386,0.614,-0.6597,Mozambique,ENG
2019-03-17,0,0.35,0.65,-0.6486,Mozambique,ENG
2019-03-16,0,0.417,0.583,-0.6486,Mozambique,ENG
2019-03-17,0,0.559,0.441,-0.5859,Mozambique,ENG
2019-03-17,0,0.304,0.696,-0.5423,Mozambique,ENG
2019-03-17,0,0.423,0.577,-0.6597,Mozambique,ENG
2019-03-17,0,0.429,0.571,-0.6705,Mozambique,ENG
2019-03-17,0,0.27,0.73,-0.5719,Mozambique,ENG
2019-03-18,0,0.36,0.64,-0.7351,Mozambique,ENG
2019-03-18,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-17,0,0.423,0.577,-0.6597,Mozambique,ENG
2019-03-16,0,0.328,0.672,-0.5994,Mozambique,ENG
2019-03-18,0,0.421,0.579,-0.8402,Mozambique,ENG
2019-03-18,0,0.421,0.579,-0.8402,Mozambique,ENG
2019-03-18,0,0.427,0.573,-0.8481,Mozambique,ENG
2019-03-17,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-18,0,0.421,0.579,-0.8402,Mozambique,ENG
2019-03-17,0,0.328,0.672,-0.5994,Mozambique,ENG
2019-03-16,0,0.328,0.672,-0.5994,Mozambique,ENG
2019-03-18,0,0.417,0.583,-0.6486,Mozambique,ENG
2019-03-17,0,0.402,0.598,-0.8126,Mozambique,ENG
2019-03-16,0,0.419,0.581,-0.7579,Mozambique,ENG
2019-03-16,0,0.328,0.672,-0.5994,Mozambique,ENG
2019-03-18,0,0.493,0.507,-0.7783,Mozambique,ENG
2019-03-18,0,0.484,0.516,-0.8176,Mozambique,ENG
2019-03-18,0,0.4,0.6,-0.8402,Mozambique,ENG
2019-03-18,0,0.444,0.556,-0.8402,Mozambique,ENG
2019-03-18,0,0.444,0.556,-0.8402,Mozambique,ENG
2019-03-18,0,0.245,0.755,-0.5994,Mozambique,ENG
2019-03-18,0,0.364,0.636,-0.8402,Mozambique,ENG
2019-03-18,0,0.245,0.755,-0.5994,Mozambique,ENG
2019-03-18,0,0,1,0,Mozambique,ENG
2019-03-18,0,0.392,0.608,-0.7964,Mozambique,ENG
2019-03-18,0,0.484,0.516,-0.8176,Mozambique,ENG
2019-03-18,0,0.463,0.537,-0.83,Mozambique,ENG
2019-03-18,0,0.484,0.516,-0.8176,Mozambique,ENG
2019-03-18,0,0.318,0.682,-0.4215,Mozambique,ENG
2019-03-18,0.238,0.189,0.574,0.1531,Mozambique,ENG
2019-03-18,0,0.47,0.53,-0.7351,Mozambique,ENG
2019-03-18,0,0,1,0,Mozambique,ENG
2019-03-18,0,0.392,0.608,-0.7964,Mozambique,ENG
2019-03-18,0,0,1,0,Mozambique,ENG
2019-03-16,0.11,0.39,0.5,-0.5859,Mozambique,ENG
2019-03-18,0,0.513,0.487,-0.9118,Mozambique,ENG
2019-03-19,0.131,0.285,0.584,-0.4767,Mozambique,ENG
2019-03-16,0.11,0.39,0.5,-0.5859,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-19,0,0.36,0.64,-0.7351,Mozambique,ENG
2019-03-16,0.11,0.39,0.5,-0.5859,Mozambique,ENG
2019-03-18,0,0.455,0.545,-0.8176,Mozambique,ENG
2019-03-18,0,0,1,0,Mozambique,ENG
2019-03-18,0,0.264,0.736,-0.6486,Mozambique,ENG
2019-03-19,0,0.652,0.348,-0.8176,Mozambique,ENG
2019-03-19,0,0.414,0.586,-0.83,Mozambique,ENG
2019-03-19,0.188,0.355,0.457,-0.5667,Mozambique,ENG
2019-03-19,0,0.29,0.71,-0.6705,Mozambique,ENG
2019-03-19,0,0.528,0.472,-0.9042,Mozambique,ENG
2019-03-18,0.091,0.198,0.711,-0.4767,Mozambique,ENG
2019-03-19,0,0.34,0.66,-0.5574,Mozambique,ENG
2019-03-18,0,0.258,0.742,-0.1877,Mozambique,ENG
2019-03-19,0,0.652,0.348,-0.8176,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-19,0,0.49,0.51,-0.8271,Mozambique,ENG
2019-03-19,0.121,0.405,0.474,-0.7506,Mozambique,ENG
2019-03-19,0.121,0.405,0.474,-0.7506,Mozambique,ENG
2019-03-18,0,0.35,0.65,-0.6486,Mozambique,ENG
2019-03-18,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-17,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-18,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-19,0,0.406,0.594,-0.8481,Mozambique,ENG
2019-03-19,0,0.286,0.714,-0.4588,Mozambique,ENG
2019-03-19,0,0.28,0.72,-0.5423,Mozambique,ENG
2019-03-19,0.167,0,0.833,0.0516,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-19,0,0.31,0.69,-0.6705,Mozambique,ENG
2019-03-19,0,0.323,0.677,-0.6486,Mozambique,ENG
2019-03-19,0.173,0.25,0.577,-0.0516,Mozambique,ENG
2019-03-19,0.277,0,0.723,0.3182,Mozambique,ENG
2019-03-19,0,0.173,0.827,-0.3182,Mozambique,ENG
2019-03-19,0,0.286,0.714,-0.4215,Mozambique,ENG
2019-03-19,0.248,0,0.752,0.5106,Mozambique,ENG
2019-03-20,0,0.506,0.494,-0.6249,Mozambique,ENG
2019-03-19,0.248,0,0.752,0.5106,Mozambique,ENG
2019-03-18,0,0.513,0.487,-0.9118,Mozambique,ENG
2019-03-16,0,0.167,0.833,-0.0516,Mozambique,ENG
2019-03-16,0,0.167,0.833,-0.0516,Mozambique,ENG
2019-03-19,0,0.223,0.777,-0.3182,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-19,0,0.559,0.441,-0.5859,Mozambique,ENG
2019-03-20,0,0.323,0.677,-0.6486,Mozambique,ENG
2019-03-20,0,0.247,0.753,-0.5574,Mozambique,ENG
2019-03-20,0,0.247,0.753,-0.5574,Mozambique,ENG
2019-03-20,0,0.517,0.483,-0.8176,Mozambique,ENG
2019-03-19,0,0.439,0.561,-0.5719,Mozambique,ENG
2019-03-16,0,0,1,0,Mozambique,ENG
2019-03-20,0,0,1,0,Mozambique,ENG
2019-03-20,0,0.323,0.677,-0.6486,Mozambique,ENG
2019-03-16,0,0,1,0,Mozambique,ENG
2019-03-20,0,0.323,0.677,-0.6486,Mozambique,ENG
2019-03-20,0,0.455,0.545,-0.8176,Mozambique,ENG
2019-03-20,0,0,1,0,Mozambique,ENG
2019-03-20,0,0.562,0.438,-0.8271,Mozambique,ENG
2019-03-20,0,0.565,0.435,-0.9136,Mozambique,ENG
2019-03-20,0,0.524,0.476,-0.8271,Mozambique,ENG
2019-03-20,0,0.313,0.687,-0.6249,Mozambique,ENG
2019-03-20,0.205,0.221,0.574,-0.0516,Mozambique,ENG
2019-03-20,0,0.444,0.556,-0.7506,Mozambique,ENG
2019-03-20,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-20,0,0.286,0.714,-0.4939,Mozambique,ENG
2019-03-20,0,0,1,0,Mozambique,ENG
2019-03-20,0,0.381,0.619,-0.6486,Mozambique,ENG
2019-03-20,0,0.266,0.734,-0.4404,Mozambique,ENG
2019-03-20,0.383,0,0.617,0.4767,Mozambique,ENG
2019-03-20,0,0.439,0.561,-0.5719,Mozambique,ENG
2019-03-20,0,0.342,0.658,-0.6369,Mozambique,ENG
2019-03-19,0,0.394,0.606,-0.5994,Mozambique,ENG
2019-03-20,0.115,0.08,0.804,0.25,Mozambique,ENG
2019-03-20,0,0.302,0.698,-0.5994,Mozambique,ENG
2019-03-20,0.138,0.297,0.564,-0.4767,Mozambique,ENG
2019-03-20,0.067,0.445,0.488,-0.7351,Mozambique,ENG
2019-03-29,0,0.394,0.606,-0.5994,Mozambique,ENG
2019-03-20,0,0.423,0.577,-0.6808,Mozambique,ENG
2019-03-20,0,0.423,0.577,-0.6808,Mozambique,ENG
2019-03-20,0.387,0,0.613,0.7876,Mozambique,ENG
2019-03-19,0,0.394,0.606,-0.5994,Mozambique,ENG
2019-03-18,0.248,0,0.752,0.5106,Mozambique,ENG
2019-03-20,0,0.562,0.438,-0.8271,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-20,0,0.424,0.576,-0.7096,Mozambique,ENG
2019-03-19,0,0.381,0.619,-0.5719,Mozambique,ENG
2019-03-20,0,0.381,0.619,-0.6486,Mozambique,ENG
2019-03-20,0,0,1,0,Mozambique,ENG
2019-03-21,0,0.245,0.755,-0.5994,Mozambique,ENG
2019-03-20,0,0.539,0.461,-0.8481,Mozambique,ENG
2019-03-20,0.27,0.23,0.5,0.1027,Mozambique,ENG
2019-03-20,0,0.574,0.426,-0.8957,Mozambique,ENG
2019-03-19,0,0.394,0.606,-0.5994,Mozambique,ENG
2019-03-21,0,0,1,0,Mozambique,ENG
2019-03-20,0,0.412,0.588,-0.4215,Mozambique,ENG
2019-03-20,0,0,1,0,Mozambique,ENG
2019-03-19,0.286,0,0.714,0.4215,Mozambique,ENG
2019-03-20,0,0,1,0,Mozambique,ENG
2019-03-20,0,0.225,0.775,-0.4404,Mozambique,ENG
2019-03-20,0,0.262,0.738,-0.5994,Mozambique,ENG
2019-03-21,0,0.393,0.607,-0.8555,Mozambique,ENG
2019-03-21,0,0.379,0.621,-0.7717,Mozambique,ENG
2019-03-20,0,0.401,0.599,-0.7717,Mozambique,ENG
2019-03-20,0,0.435,0.565,-0.8271,Mozambique,ENG
2019-03-21,0.228,0.254,0.518,-0.128,Mozambique,ENG
2019-03-21,0.228,0.254,0.518,-0.128,Mozambique,ENG
2019-03-21,0.211,0.32,0.469,-0.34,Mozambique,ENG
2019-03-21,0,0,1,0,Mozambique,ENG
2019-03-21,0.129,0.44,0.431,-0.7579,Mozambique,ENG
2019-03-21,0,0.321,0.679,-0.6369,Mozambique,ENG
2019-03-21,0,0.369,0.631,-0.6249,Mozambique,ENG
2019-03-21,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-21,0.27,0.23,0.5,0.1027,Mozambique,ENG
2019-03-21,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-21,0,0.342,0.658,-0.8074,Mozambique,ENG
2019-03-21,0,0.339,0.661,-0.6249,Mozambique,ENG
2019-03-21,0,0.216,0.784,-0.296,Mozambique,ENG
2019-03-21,0,0.308,0.692,-0.6124,Mozambique,ENG
2019-03-21,0.448,0,0.552,0.7579,Mozambique,ENG
2019-03-20,0.076,0.16,0.764,-0.296,Mozambique,ENG
2019-03-21,0,0.371,0.629,-0.7579,Mozambique,ENG
2019-04-04,0,0,1,0,Mozambique,ENG
2019-03-21,0.091,0,0.909,0.0258,Mozambique,ENG
2019-03-21,0.197,0.129,0.674,0.296,Mozambique,ENG
2019-03-21,0,0.178,0.822,-0.3818,Mozambique,ENG
2019-03-20,0.066,0.227,0.707,-0.6369,Mozambique,ENG
2019-03-21,0,0.381,0.619,-0.6486,Mozambique,ENG
2019-03-21,0.385,0.201,0.414,0.4767,Mozambique,ENG
2019-03-21,0.231,0,0.769,0.2732,Mozambique,ENG
2019-03-21,0,0.371,0.629,-0.7579,Mozambique,ENG
2019-03-21,0.152,0.295,0.553,-0.4767,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-21,0,0,1,0,Mozambique,ENG
2019-03-22,0,0.545,0.455,-0.8555,Mozambique,ENG
2019-03-22,0.166,0.482,0.352,-0.743,Mozambique,ENG
2019-03-21,0.39,0,0.61,0.4939,Mozambique,ENG
2019-03-22,0,0.425,0.575,-0.5719,Mozambique,ENG
2019-03-21,0,0.302,0.698,-0.5994,Mozambique,ENG
2019-03-21,0,0.281,0.719,-0.5994,Mozambique,ENG
2019-03-21,0.245,0.209,0.545,0.1027,Mozambique,ENG
2019-03-19,0,0,1,0,Mozambique,ENG
2019-03-22,0.182,0.376,0.442,-0.5423,Mozambique,ENG
